id,char_name,command,hit_level,damage,speed,on_block,on_hit,on_counter,notes,is_throw,is_common,gif,punishable
5888,miguel,b+3,m (TJ),25,30~32 js16~,+7~+9,+7~+9s,KND,,,,,
5889,miguel,"b+3, f","m (TJ), (SAV)",25,30~32 js16~,+7~+9,+7~+9s,KND,,,,,
5890,miguel,b+4,m,25,19 pc8~18,-14,KND,KND,"Power crush, Wall bounce",,true,,-14
5891,miguel,u/b+1,m,15,21~22,-5~-4s,-3~-2s,-3~-2s,,,,,
5892,miguel,"u/b+1, f","m, (SAV)",15,21~22,-5~-4s,-3~-2s,-3~-2s,,,,,
5893,miguel,"u/b+1, 4","m, l","15,17",21~22,-15,9,9,,,,,
5894,miguel,u/f+1,m (TJ),21,25~26 js9~,+3~+4,KND,KND,,,,,
5895,miguel,"u/f+1, F","m (TJ), (SAV)",21,25~26 js9~,+3~+4,KND,KND,,,,,
5896,miguel,u/b+3,m (TJ),13,19 js9~,-10,3,3,,,,,
5897,miguel,u+3,m (TJ),15,19 js9~,-10,3,3,,,,,
5898,miguel,u/f+3,m (TJ),17,19 js9~,-10,3,3,,,,,
5899,miguel,"u/f+3, 2","m (TJ), h","17,8",19 9~,-12,6,6,,,,,
5900,miguel,"u/f+3, 2, 2","m (TJ), h, m","17,8,25",19 9~,-6s,+5s,KND,,,,,
5901,miguel,u/b+4,m (TJ),11,15~16 js9~,-20~-19,-8~-7,-8~-7,,,,,
5902,miguel,u+4,m (TJ),15,15~16 js9~,-13~-12,KND,Launch (JG?),,,,,
5903,miguel,u/f+4,m (TJ),13,15~16 js9~,-13~-12,Launch (JG?),Launch (JG?),,,true,,
5904,miguel,"f, F+2",m,14,18~19 (19~),-14~-13,+2~+3,+2~+3,,,,,
5905,miguel,"f, F+2, 1","m, h","14,27",18~19 (19~),-5~-4,KND,KND,,,,,
5906,miguel,"f, F+2, 2","m, m","14,23",18~19 (19~),-13,KND,KND,,,true,,-13
5907,miguel,"f, F+2, 2, d (Cancel)",m,14,18~19 (19~)s,-24~-23,-8~-7,-8~-7,,,,,
5908,miguel,"f, F+3",h,28,20~21 (21~),-9~-8,KND,KND,"Homing, Tail spin",,,,
5909,miguel,"b, f+1",h,23,21~22 (21~),-8~-7,KND,KND,,,,,
5910,miguel,"b, d/f+4",l,28,27,-15,+8s,KND,Homing,,true,,-15
5911,miguel,"b, d/f+4, F",l (SAV),24,27,-15,+8s,KND,,,,,
5912,miguel,"f, f, f+3 or WR+3",m (TJ),30,23~24 (26~) js3~,+9~+10g,KND,KND,,,,,
5913,miguel,WS+1,m,16,11~12,-3~-2,+8~+9,+8~+9,,,,,
5914,miguel,"WS+1, F","m, (SAV)",16,11~12,-3~-2,+8~+9,+8~+9,,,,,
5915,miguel,WS+2,m,10,14,-8~-7,+3~+4a,+3~+4a,,,,,
5916,miguel,"WS+2, 2","m, h","10,8",14,-12~-11,+6~+7(Launch (JG?)),+6~+7,,,,,
5917,miguel,"WS+2, 2, 2","m, h, m","10,8,25",14,-6~-5s,+5~+6s,KND,,,,,
5918,miguel,"WS+2, 4","m, h","10,25",14,-12~-11,KND (KND),KND,Tail spin,,,,
5919,miguel,WS+3,m (TC),23,18 cs2~,-12,KND,KND,,,,,
5920,miguel,WS+4,m,18,11~12,-6~-5,+5~+6,+5~+6,,,,,
5921,miguel,WS+1+2,h,15,14,1,3,3,,,,,
5922,miguel,FC+d/f+2,m?,24,15d,-12,7,CS,,,,,
5923,miguel,FC+d/f+4,l (TC),23,22~23s cs1~,-26,KND,KND,,,true,,
5924,miguel,Opponent Down d+3,On grounded opponent(l),20,20,-13,-2,-2,,,,,
5925,miguel,1+4,(Special),,20,,,,,,,,
5926,miguel,"3+4 or From certain moves, F (to SAV)",(SAV),,20,,,,,,,,
5927,miguel,SAV 1,h,12,12~13 (22~),-2~-1,+6~+7,+6~+7,,,,,
5928,miguel,"SAV 1, F","h, (SAV)",9,12~13 (22~),-2~-1,+6~+7,+6~+7,,,,,
5929,miguel,"SAV 1, 1","h, h","9,20",12~13 (22~),-9~-8,KND,CS,Tail spin,,,,
5930,miguel,"SAV 1, 2","h, m","9,8",12~13 (22~),-10~-9,+3~+4,+3~+4,,,,,
5931,miguel,"SAV 1, 2, F","h, m, (SAV)","9,8",12~13 (22~),-10~-9,+3~+4,+3~+4,,,,,
5932,miguel,"SAV 1, 2, 1","h, m, m","9,8,20",12~13 (22~),-17~-16,Launch (JG?),Launch (JG?),,,,,
5933,miguel,"SAV 1, 4","h, m","9,25",12~13 (22~),-10~-9,KND,KND,Wall bounce,,,,
5934,miguel,SAV 2,m,32,16(26~),-9~-8,KND,KND,,,,,
5935,miguel,SAV 3,m,12,15(25~),-5,1,1,,,,,
5936,miguel,"SAV 3, F","m, (SAV)",12,15(25~),-5,1,1,,,,,
5937,miguel,"SAV 3, 3","m, h","12,17",15(25~),-9~-8,-2~-1,CS,,,,,
5938,miguel,"SAV 3, 3, F","m, h, (SAV)","12,17",15(25~),-9~-8,-2~-1,CS,,,,,
5939,miguel,SAV 4,h,27,15~17 (25~),-5~-3,KND,"KND, Tail spin","Homing, Tail spin",,,,
5940,miguel,SAV 1+2,m,"20(,5)",28~29 (38~) pc6~27,-21~-20,Launch,Launch,Power crush,,,,
5941,miguel,SAV 1+2*,m,"23(,5)",41~42 (51~) pc6~27,-12~-11,Launch,Launch,Power crush,,,,
5942,miguel,SAV f+1+2,h,22,16~17 (26~),+5~+6s,+6~+7s,+6~+7s,,,,,
5943,miguel,"SAV f+1+2, F","h, (SAV)",22,16~17 (26~),+5~+6s,+6~+7s,+6~+7s,,,,,
5944,miguel,SAV d/f+1,m,15,14(24~),-2,8,8,,,,,
5945,miguel,"SAV d/f+1, F","m, (SAV)",15,14(24~),-2,8,8,,,,,
5946,miguel,SAV d/f+2,m?,23,19~20 (29~),-17~-16,Launch (JG?),Launch (JG?),,,true,,-17
5947,miguel,SAV d+4,l,8,15(25~),-14,-3,-3,,,,,
5948,miguel,"SAV d+4, F","l, (SAV)",8,15(25~),-14,-3,-3,,,,,
5949,miguel,"SAV d+4, 3","l, m","8,15",15(25~),-15,-2,-2,,,,,
5950,miguel,"SAV d+4, 3, F","l, m, (SAV)","8,12",15(25~),-15,-2,-2,,,,,
5951,miguel,SAV d/b+3,l,20,19~20 (29~),-13~-12,+4~+5,KND,,,true,,-13
5952,miguel,"SAV d/b+3, F","l, (SAV)",20,19~20 (29~),-13~-12,+4~+5,KND,,,,,
5953,miguel,SAV d/b+4,l (TC),20,26~27s (38~) cs10~,-29,KND,KND,Homing,,,,
5954,miguel,SAV b+1,m,16,14~15 (24~),-7~-6,+1~+2,+1~+2,,,,,
5955,miguel,"SAV b+1, F","m, (SAV)",16,14~15 (24~),-7~-6,+1~+2,+1~+2,,,,,
5956,miguel,"SAV b+1, 2","m, l (TC)","16,15",s cs15~,-18~-17,KND,KND,,,,,
5957,miguel,"SAV b+1, 4","m, m","16,17", 15~,-10~-9,+8~+9,KND,,,,,
5958,miguel,SAV b+2,m(Absorbs 1 h/m hit),20,23(33~) (reversal 4~10),-9,KND,KND,,,,,
5959,miguel,SAV b+3,h,20,17~18 (27~) pc8~16,-7~-6,KND,KND,Power crush,,,,
5960,miguel,"SAV b+3, F","h, (SAV)",20,17~18 (27~) pc8~16,-7~-6,KND,KND,Power crush,,,,
5961,miguel,SAV u/f+3,m,25,15~16 (25~) js14~,-9~-8,KND,KND,,,,,
5962,miguel,"SAV , ,",,,(+10~),,,,,,,,
5963,miguel,f+1,h,7,10,1,8,8,,,,,
5964,miguel,d+1,Sm (TC),5,10s cs4~,-5,6,6,,,,,
5965,miguel,d/b+3+4,l (TC),7,12s cs4~,-13,-2,-2,,,,,
5966,miguel,u+1 or u/b+1+2 or u/f+1+2,m (TJ),12,18 js9~,-8,3,3,,,,,
5967,miguel,u/b or u or u/f+2,h,17,15~16,-12~-11,+9~+10g,+9~+10g,,,,,
5968,miguel,"u/f, n+4",m,25,"23(29,35) js9~33",-11(-13),Launch (JG?),Launch (JG?),,,,,
5969,miguel,FC+1,Sm (TC),5,10s cs1~,-5,6,6,,,,,
5970,miguel,FC+d/b or d+2,Sm (TC),8,11s cs1~,-4,7,7,,,,,
5971,miguel,FC+3,l (TC),12,16s cs1~,-17,-3,-3,,,,,
5972,miguel,FC+d/b or d+4,l (TC),10,12s cs1~,-15,-4,-4,,,,,
5973,miguel,SS+1,h,7,10(11~),1,8,8,,,,,
5974,miguel,SS+2,h,12,11(12~),-8,3,8,,,,,
5975,miguel,SS+3,h,16,15(16~),-7,2,2,,,,,
5976,miguel,SS+4,h,17,12(13~),-7,4,Launch (JG?),,,,,
5977,miguel,BT 1 or 2,h,15,8,-8,3,3,,,,,
5978,miguel,BT 3 or 4,h,25,10,-8,KND,KND,,,,,
5979,miguel,BT d+1 or 2,Sm,10,10s cs1~,-2,9,9,,,,,
5980,miguel,BT d+3 or 4,l,12,10s cs1~,-11,3,3,,,,,
5981,negan,In rage d+1+2,m (throw),"10,45",20,-22,throw,throw,Rage art,,,,
5982,negan,In rage b+2+3,"m, m","10,10",22,8,JG,JG,Rage drive,,,,
5983,negan,"In rage b+2+3, F","m, m","10,10",22,6g,KND,KND,Wall bounce,,,,
5984,negan,"In rage b+2+3, B","m, m","10,10(,3)",22,-7,JG,JG,,,,,
5985,negan,1,h,7,10,1,8,8,,,,,
5986,negan,"1, 1","h, h","7,9",10,-3,8,8,,,,,
5987,negan,"1, 1, 2","h, h, m","7,19,17",10,-9,5,KND,,,,,
5988,negan,"1, 2","h, h","7,9",10,-8,3,3,,,,,
5989,negan,"1, 2*","h, h (INT)","7,9",,-8,3,3,,,,,
5990,negan,"1, 2, 2","h, h, m","7,9,22",10,4,JG,JG,,,,,
5991,negan,"1, 2, 4","h, h, h","7,9,13",10,-9,1,KND,,,,,
5992,negan,"1, 4","h, h","7,17",10,-6,3,3,,,,,
5993,negan,"1, 4, 2","h, h, m","7,17,20",10,-5,+6s,KND,,,,,
5994,negan,2,h,9,11,-8,3,3,,,,,
5995,negan,"2, 1","h, h","9,12",11,-7,4,4,,,,,
5996,negan,"2, 1, 4","h, h, l","9,12,15",,-12,+3s,KND,,,true,,
5997,negan,"2, 2","h, m","9,17",,-14,+1s,+1s,,,,,
5998,negan,"2, 2, 2","h, m, m","9,17,17",,-14,+1s,+1s,,,,,
5999,negan,"2, 2, 2, 2","h, m, m, m","9,17,17,20",,-14s,KND,KND,,,,,-14s
6000,negan,3,h,25,13,-9,2,2,,,,,
6001,negan,4,h,17,12,-6,3,3,,,,,
6002,negan,"4, 2","h, m","17,20",,-5,+6s,KND,,,,,
6003,negan,1+2,"h, m","14,24",13,-14,KND,KNd,,,,,-14
6004,negan,2+3,m,0,14,-7,2,14,,,,,
6005,negan,f+2,h,10,14,-7,4,4,,,,,
6006,negan,"f+2, 2","h, m (throw)","10,15(,25)",,-12,throw,throw,,,,,
6007,negan,f+3,m,13,18,-7,9,9,,,,,
6008,negan,"f+3, 2","m, m","13,20",,-19,KND,KND,,,,,-19
6009,negan,f+1+2,m,21,24 pc8,-15,JG,JG,Power crush,,true,,-15
6010,negan,f+2+3,l,16,28,-12,5,5,,,,,
6011,negan,d/f+1,m,13,13,-3,4,4,,,,,
6012,negan,"d/f+1, 1","m, h","13,9",,-4,7,7,,,,,
6013,negan,"d/f+1, 1, 2","m, h, m","13,9,21",,-13,KND,KND,Tail spin,,,,
6014,negan,"d/f+1, 2","m, m","13,20",,-11,7,7,,,,,
6015,negan,"d/f+1,2*","m, m (INT)","13,20",,-11,7,7,,,,,
6016,negan,d/f+2,m,12,15,-14,JG,JG,,,true,,-14
6017,negan,d/f+2*,m (INT),12,,-15,JG,JG,,,,,
6018,negan,d/f+3,m,13,15,-7,4,4,,,,,
6019,negan,"d/f+3, 1","m, h","13,12",,-2,9,9,,,,,
6020,negan,"d/f+3, 1, 2","m, h, m","13,12,20",,-11,+4s,KND,,,,,
6021,negan,"d/f+3, 1, 4","m, h, m","13,12,23",,-14,KND,KND,,,,,
6022,negan,d/f+4,m,15,14,-7,4,4,,,,,
6023,negan,"d/f+4, 2","m, h","15,20",,1,6,6,,,,,
6024,negan,"d/f+4, 2*","m, h (INT)","15,20",,5,10,10,,,,,
6025,negan,"d/f+4, 3","m, m","15,18",,-9,7,KND,,,,,
6026,negan,d/f+1+2,"m, m","10,15",22,-14s,KND,KND,,,,,
6027,negan,d/b or d+1,sm,5,10,-5,6,6,,,,,
6028,negan,d+2,m,"17(,30)",17,-9,+2S,throw,,,,,
6029,negan,d+3,l,12,15,-12,-1,-1,,,,,
6030,negan,d+4,l (TC),7,12 cs4,-13,-2,-2,,,,,
6031,negan,d/b+2,l,25,24,-15,7,7,,,true,,-14
6032,negan,d/b+3,l (TC),12,16 cs6,-15,-4,-4,,,,,
6033,negan,d/b+4,l,15,19,-13,3,7,,,true,,
6034,negan,d/b+1+2,h,26,21,-8,+11k,KND,"Homing, Tail spin",,,,
6035,negan,d/b+1+2*,h!,33,43,+11k,+11k,KND,"Homing, Tail spin",,,,
6036,negan,b+1,m,12,16,-9,2,2,,,,,
6037,negan,"b+1, 2","m, m","12,23",,-10,KND,KND, Tail spin,,true,,
6038,negan,b+2,h,15,16,-9,-3,-3,Homing,,,,
6039,negan,"b+2, 2","h, m","15,20(,30)",,-11,throw,throw,,,,,
6040,negan,"b+2, 3","h, m","15,20",,-6,KND,KND,,,,,
6041,negan,b+3,l,22,23,-12,5,11,,,,,
6042,negan,b+4,m,20,20,-9,2,KND,,,,,
6043,negan,b+1+2,m,25,22,4,KND,JG,,,,,
6044,negan,u/b or u or u/f+1+2,m (TJ),12 js9,18,-12,-1,-1,,,,,
6045,negan,u/b+2,m,20,25,-20,KND,KND,,,,,
6046,negan,u or u/f+2,h,25,24,-9,KND,KND,,,,,
6047,negan,u/b or u or u/f+3,m (TJ),25,29 js9,-9,KND,KND,,,,,
6048,negan,u/b or u or u/f+4,m,20,17,-7,5,KND,,,,,
6049,negan,"u/f, N, 4",m (TJ),25,23 js9,-11,KND,KND,,,,,
6050,negan,"f, F+2",m,22,18,-9,KND,KND,,,,,
6051,negan,"f, F+3",m,13,18,-4,8,8,,,,,
6052,negan,"f, F+3, 2","m, m","13,23",,-20,KND,KND,,,,,
6053,negan,"f, F+4",m,23,24,4,KND,KND,Wall bounce,,,,
6054,negan,"f, F+1+2",m,21,28,-6,cs,cs,,,,,
6055,negan,qcf+1,m,25,14,-19,KND,KND,,,,,
6056,negan,"f, f, f+2",m,30,20,+9g,KND,KND,,,,,
6057,negan,FC+1,sm (TC),5,10,-5,6,6,,,,,
6058,negan,FC+2,sm (TC),8,13,-7,4,4,,,,,
6059,negan,FC+3,l (TC),12,16,-15,-4,-4,,,,,
6060,negan,FC+4,l (TC),10,12,-15,-4,-4,,,,,
6061,negan,WS+1,m,11,12,-3,8,8,,,,,
6062,negan,"WS+1, 2","m, m",20,,-11,7,7,,,,,-11
6063,negan,"WS+1, 2*","m, m (INT)",20,,-11,7,7,,,,,
6064,negan,WS+2,m,20,15,-16,KND,KND,,,true,,-16
6065,negan,WS+2*,m (INT),20,,-16,KND,KND,,,,,
6066,negan,WS+3,m,13,14,-7,9,9,,,,,
6067,negan,"WS+3, 2","m, m","13,20",,-19,KND,KND,,,,,
6068,negan,WS+4,m,18,11,-6,5,5,,,,,
6069,negan,FC+d/f+2,l (TC),19,20,-13,+3s,KND,,,true,,
6070,negan,SS+2,h,23,20,-8,KND,KND, Tail spin,,,,
6071,negan,2+3+4,(special),,pc5,,,,Power crush,,,,
6072,negan,Opponent down d+3+4,l,"11(,15)",18,-20,-9,-9,,,,,
6073,negan,BT 1,h,15,8,-8,3,3,,,,,
6074,negan,BT 2,m,23,14,-10,KND,KND,,,,,
6075,negan,BT 3 or 4,h,18,10,-8,KND,KND,,,,,
6076,negan,BT d+1 or d+2,sm,10,10,-2,9,9,,,,,
6077,negan,BT d+3 or d+4,l,12,10,-11,3,3,,,,,
6078,negan,3+4,(INT),,,,,,,,,,
6079,negan,INT auto low parry,,25,,,KND,,,,,,
6080,negan,INT 1,m,15,14,-4,8,8,,,,,
6081,negan,"INT 1, 2","m, m","15,20",,-13,KND,KND, Tail spin,,true,,-13
6082,negan,INT 2,m ,20,20,7,KND,KND,,,,,
6083,negan,INT 3,m,15,18,-7,+27g,+27g,,,,,
6084,negan,INT 4,m,25,25,-7,KND,KND,,,,,
6085,negan,INT 1+2,h,25,15 pc5,-9,Tail spin,Tail spin,"Homing, Tail spin, Power crush",,,,
6086,negan,INT 2+3,m! (throw),50,60,KND,KND,KND,,,,,
6087,negan,"INT 2+3, B",(cancel),,,,,,,,,,
6088,negan,INT d/f+2,m,20,19,-20,JG,JG,,,true,,-20
6089,negan,INT d+2,l,20,21,-13,3,+13g,Unparryable,,,,
6090,nina,in rage d+1+2,m,55,20 pc8~17,-22,Throw(KND),Throw(KND),Rage art,,,,
6091,nina,in rage f+2+3,m (TJ),50,20~21 js5~17,+9~+10g (wl+15g),KND,KND,Rage drive,,,,
6092,nina,"in rage f+2+3, d/f","m (TJ), (Special)",50,20~21,+28~+29?,KND,KND,Rage drive,,,,
6093,nina,1,h,7,10,1,8,8,,,,,
6094,nina,"1, 2","h, h","7,10","10,20",-1,5,5,,,,,
6095,nina,"1, 2, u or D","h, h, (Special)","7,10","10,20",0,6,6,,,,,
6096,nina,"1, 2, 1","h, h, h","7,10,6","10,20",-3,4,4,,,,,
6097,nina,"1, 2, 1, 4","h, h, h, l (TC)","7,10,6,12",s cs10~,-13,-2,-2,,,,,
6098,nina,"1, 2, 3","h, h, m","7,10,15", 10~,-13,2,2,,,,,
6099,nina,"1, 2, 4","h, h, h","7,10,22", 10~,-6,KND,CS,Tail spin,,,,
6100,nina,"1, 2, 1+2","h, h, m","7,10,22", 10~,-14,KND,KND,,,,,
6101,nina,"1, 2, 1, 2","h, h, h, h","7,10,6,6", 10~,-10,1,1,,,,,
6102,nina,"1, 2, 1, 2, 1+2","h, h, h, h, m","7,10,6,6,22", 10~,-14,KND,KND,,,,,
6103,nina,"1, 4","h, h","7,17", 10~,-4,1,CS,,,,,
6104,nina,"1, 4, 1","h, h, m","7,17,21", 10~,-11~-10,+15~+16kg,KND,Tail spin,,,,
6105,nina,2,h,10,10,1,7,7,,,,,
6106,nina,"2, 1","h, h","10,6","10,26",-3,4,4,,,,,
6107,nina,"2, 1, 4","h, h, l (TC)","10,6,12",s cs10~,-13,-2,-2,,,,,
6108,nina,"2, 3","h, m","10,15", 10~,-13,2,2,,,,,
6109,nina,"2, 4","h, h","10,22", 10~,-6,KND,CS,Tail spin,,,,
6110,nina,"2, 1+2","h, m","10,22", 10~,-14,KND,KND,,,,,
6111,nina,3,h,14,14,-16,-5,-5,,,,,
6112,nina,"3, 3","h, l (TC)","14,10",cs18~,-17,-6,-6,,,,,
6113,nina,"3, 3, 2","h, l (TC), m","14,10,10",18~,-13~-11,Launch (JG?),Launch (JG?),,,,,
6114,nina,"3, 3, 4","h, l (TC), h","14,10,18",18~,-6,5,Launch (JG?),,,,,
6115,nina,"3, 3, 4, 3","h, l (TC), h, m","14,10,18,20",18~,+2~+3s,+5~+6s,KND,,,,,
6116,nina,"3, 4","h, h","14,20",18~,-6,KND,CS,Tail spin,,,,
6117,nina,"3, d","h, (Special)",14,14,-27,-16,-16,,,,,
6118,nina,"3, d, D","h, (Special)",14,14s,-23,-12,-12,,,,,
6119,nina,"3, d, 1+2","h, (Special), m","14,22",14,-11,KND,KND,,,,,
6120,nina,4,h,15,11,-9,8,Launch,,,,,
6121,nina,"4, 3","h, l (TC)","15,13",cs10~,-17,-3,-3,,,,,
6122,nina,"4, 3, 2","h, l (TC), m","15,13,10",10~,-13~-11,Launch (JG?),Launch (JG?),,,,,
6123,nina,"4, 3, 4","h, l (TC), h","15,13,18",10~,-6,5,Launch (JG?),,,,,
6124,nina,"4, 3, 4, 3","h, l (TC), h, m","15,13,10,20",10~,+2~+3s,+5~+6s,JG,,,,,
6125,nina,"4, u","h, (Special)",15,11,-34,-17,Launch (JG?),,,,,
6126,nina,"4, u, D","h, (Special)",15,11s,-30,-13,Launch (JG?),,,,,
6127,nina,"4, u, 1+2","h, (Special), m","15,22",11,-11,KND,KND,,,,,
6128,nina,1+4,mm,"4,20","15~16, 28~29",-5~-4,+4~+5s,+6~+7s (+8s),,,,,
6129,nina,f+2,h,12,13,-3,8,8,,,,,
6130,nina,"f+2, 1","h, m","12,12",13,-13~-12,-6~-5a,-6~-5a,,,,,
6131,nina,"f+2, 1, 2","h, m, m","12,12,20",13,-12~-10s,+4~+6s (KND),KND,,,,,
6132,nina,"f+2, 1, 4","h, m, h","12,12,22",13,-3~-1,KND(KND),KND,Tail spin,,,,
6133,nina,f+3,hh,"10,20","14~15, 25~26",+6~+7,KND,CS,,,,,
6134,nina,f+3 (Second hit ducked),h,10,14~15,-24s,,,,,,,
6135,nina,f+3 (Only first hit on counter),h,10,14~15,,,CS (12~13),,,,,
6136,nina,f+4,h,14,16,-12,-3,-1,,,,,
6137,nina,"f+4, 3","h, m","14,13",16,-14,Launch (JG?),Launch (JG?),,,,,
6138,nina,"f+4, 3, 3","h, m, m (TJ)","14,13,20",a js19~,-14~-11,KND,KND,,,,,
6139,nina,"f+4, 4","h, h","14,17", 19~,1,+13kg,KND,,,,,
6140,nina,f+1+2 or WS+1+2,m,24,17 pc8~16,-14,KND,KND,Power crush,,true,,-14
6141,nina,d/f+1,m,13,13,-1,5,5,,,,,
6142,nina,"d/f+1, 2","m, h","13,10","13,30",-3,2,9,,,,,
6143,nina,"d/f+1, 2, f or d/f","m, h, (Special)","13,10","13,30",-3,2,9,,,,,
6144,nina,"d/f+1, 2, u or D","m, h, (Special)","13,10","13,30",-1,4,11,,,,,
6145,nina,d/f+2,m,12,15~16,-7~-6,Launch (JG?)(+4a),Launch (JG?),,,,,
6146,nina,d/f+3,m,13,14,-11,1,1,,,,,
6147,nina,"d/f+3, 1","m, h","13,10",14,-8,3,3,,,,,
6148,nina,"d/f+3, 1, d or u (Cancel)","m, (Special)",13,14,-19,-7,-7,,,,,
6149,nina,"d/f+3, 1, 2","m, h, h","13,10,6",14,-10,1,1,,,,,
6150,nina,"d/f+3, 1, 2, 1+2","m, h, h, m","13,10,6,22",14,-14,KND,KND,,,,,
6151,nina,"d/f+3, 2","m, h","13,12","14,33",1,2,12,,,,,
6152,nina,"d/f+3, 2, f or d/f","m, h, (Special)","13,12","14,33",-1,0,10,,,,,
6153,nina,"d/f+3, 2, d or u","m, h, (Special)","13,12","14,33",0,1,11,,,,,
6154,nina,"d/f+3, 2, 1","m, h, h","13,12,6","14,33",-3,4,4,,,,,
6155,nina,"d/f+3, 2, 1, 4","m, h, h, l (TC)","13,12,6,12",s cs10~,-13,-2,-2,,,,,
6156,nina,"d/f+3, 2, 3","m, h, m","13,12,21", 10~,-17~-16,Launch (JG?),Launch (JG?),,,,,
6157,nina,"d/f+3, 2, 4","m, h, h","13,12,22", 10~,-6,KND,CS,Tail spin,,,,
6158,nina,"d/f+3, 2, d+3","m, h, l (TC)","13,12,10",s cs10~,-14,-3,-3,,,,,
6159,nina,"d/f+3, 2, d+3, 2","m, h, l (TC), m","13,12,10,10", 10~,-13~-11,Launch (JG?),Launch (JG?),,,,,
6160,nina,"d/f+3, 2, d+3, 4","m, h, l (TC), h","13,12,10,18", 10~,-6,5,Launch (JG?),,,,,
6161,nina,"d/f+3, 2, d+3, 4 , 3","m, h, l (TC), h, m","13,12,10,18", 10~,+2~+3s,+5~+6s,KND,,,,,
6162,nina,"d/f+3, 3","m, h","13,6", 10~,-14,-3,-3,,,,,
6163,nina,"d/f+3, 3, 3","m, h, h","13,6", 10~,-14,-3,-3,,,,,
6164,nina,"d/f+3, 3, 3, 4","m, h, h, h","13,6,8,20", 10~,-6,KND,CS,Tail spin,,,,
6165,nina,"d/f+3, 4","m, h (TJ)","13,21",a js20~,-4~-3,+7~+8,+7~+8,,,,,
6166,nina,"d/f+3, 4, 4","m, h (TJ), l","13,21,20",js1~11 cs15~,-13~-11,KND,YKU,,,,,
6167,nina,"d/f+3, 4, 3+4","m, h (TJ), mm","13,21,8,21","js1~9, js28~41",-6~0,KND,KND,,,,,
6168,nina,"d/f+3, f+4","m, h","13,20","1~9, 28~41",-6,KND,CS,Tail spin,,,,
6169,nina,d/f+4,m,15,12,-4,7,7,,,,,
6170,nina,d/f+1+2,mm,"5,10","16~17, 18~19",-3~-2,+20~+21kg,+20~+21kg,,,,,
6171,nina,d/f+1+2 (First hit only),m,5,16~17,-5~-4,+7~+8,+7~+8,Homing,,,,
6172,nina,d+1 or FC+1,Sm,5,10s cs4~,-5,6,6,,,,,
6173,nina,"d+1, 2 or FC+1, 2","Sm (TC), Sm (TC)","5,8",s cs1~,-6,5,5,,,,,
6174,nina,"d+1, 2, 4 or FC+1, 2, 4","Sm (TC), Sm (TC), m","5,8,10", 1~,-14~-12,-3~-1,-3~-1,,,,,
6175,nina,"d+1, n+4 or FC+1, n+4","Sm (TC), m","5,10", 1~,-11~-10,0~+1,0~+1,,,,,
6176,nina,d+2,l (TC),13,20s cs6~,-12,0,5,,,,,
6177,nina,"d+2, 3","l, h","13,20",20 6~,-6~-4,KND,CS,Tail spin,,,,
6178,nina,d+3 or FC+3,l (TC),12,16s cs4~,-17,-3,-3,,,,,
6179,nina,"d+3, 2","l (TC), m","12,10",16 4~,-13~-11,Launch (JG?),Launch (JG?),,,,,-13
6180,nina,"d+3, 4","l (TC), h","12,18",16 4~,-6,5,Launch (JG?),,,,,
6181,nina,"d+3, 4, 3","l (TC), h, m","12,18,20",16 4~,+2~+3s,+5~+6s,KND,,,,,
6182,nina,d+4,l (TC),7,12s cs4~,-13,-2,-2,,,,,
6183,nina,FC+d/b or d+4 FC+D/F+4,l (TC),10,12s cs1~,-15,-4,-4,,,,,
6184,nina,"d+4, 1","l (TC), h","7(10),10",12 1~,0,6,11,,,,,
6185,nina,"d+4, 1, d or u (Cancel)","l (TC), (Special)",7(10),12,-13(-15),-2(-4),-2(-4),,,,,
6186,nina,d/b+2,m,20,24~25,-5~-4,KND,KND,"Tail spin, Homing",,,,
6187,nina,d/b+3,l,17,20,-13,+3s,KND,,,true,,
6188,nina,d/b+4,l (TC),5,16~17ad cs6~,-9~-8,+2~+3,+2~+3,,,,,
6189,nina,"d/b+4, 3","l (TC), m","5,21",16~17 6~,-17~-16,Launch,Launch,,,,,
6190,nina,d/b+1+2,!,50,65,CS,CS,CS,,,,,
6191,nina,d/b+3+4,m?,21,19~20,-17~-16,Launch (JG?),Launch (JG?),,,true,,-17
6192,nina,b+1,m,15,20~21,-16,CS,CS,,,true,,-16
6193,nina,b+2,h,12,12,-14,-3,-3,,,,,
6194,nina,"b+2, 2","h, h","12,16",12,-6~-5,+5~+6,+5~+6,,,,,
6195,nina,"b+2, 2, 2","h, h, h","12,14,20",12,-9~-8,+9~+10kg,KND,,,,,
6196,nina,"b+2, 2, 2, u or D (Cancel)","h, h, (Special)","12,14",12,-10~-9,+1~+2,+1~+2,,,,,
6197,nina,b+3,m,10,18,-6,+6s,+6s,,,,,
6198,nina,"b+3, 4","m, h","10,17",18,-8~-7,KND,CS,,,,,
6199,nina,b+4,h,15,14,-7,+11(SH),18,,,,,
6200,nina,b+1+2,"m, m","6,26","18,26",-7,CS,CS,,,,,
6201,nina,b+1+4,mm,"4,14","16,31~32",-15~-14,Launch (JG?),Launch (JG?),,,true,,-15
6202,nina,u/f+1,m (TJ),20,26s js10~,-5,KND,KND,,,,,
6203,nina,u/f+2,m,10,18,-10,1,1,,,,,
6204,nina,"u/f+2, 1","m, m","10,10",18,-13,BU,BU,,,true,,-13
6205,nina,u/b+3,m (TJ),15,14 js6~,-15,-4,-4,,,,,
